ONTOLOGY	TERM	N	DE	P.DE	FDR
GO:0072217	BP	negative regulation of metanephros development	9	0	1	1
GO:0072218	BP	metanephric ascending thin limb development	4	0	1	1
GO:0072219	BP	metanephric cortical collecting duct development	1	0	1	1
GO:0072221	BP	metanephric distal convoluted tubule development	5	0	1	1
GO:0072223	BP	metanephric glomerular mesangium development	5	0	1	1
GO:0072224	BP	metanephric glomerulus development	16	0	1	1
GO:0072227	BP	metanephric macula densa development	1	0	1	1
GO:0072229	BP	metanephric proximal convoluted tubule development	1	0	1	1
GO:0072233	BP	metanephric thick ascending limb development	2	0	1	1
GO:0072234	BP	metanephric nephron tubule development	20	0	1	1
GO:0072235	BP	metanephric distal tubule development	7	0	1	1
GO:0072236	BP	metanephric loop of Henle development	5	0	1	1
GO:0072237	BP	metanephric proximal tubule development	2	0	1	1
GO:0072239	BP	metanephric glomerulus vasculature development	8	0	1	1
GO:0072240	BP	metanephric DCT cell differentiation	3	0	1	1
GO:0072243	BP	metanephric nephron epithelium development	23	0	1	1
GO:0072244	BP	metanephric glomerular epithelium development	3	0	1	1
GO:0072248	BP	metanephric glomerular visceral epithelial cell differentiation	3	0	1	1
GO:0072249	BP	metanephric glomerular visceral epithelial cell development	3	0	1	1
GO:0072254	BP	metanephric glomerular mesangial cell differentiation	2	0	1	1
GO:0072255	BP	metanephric glomerular mesangial cell development	1	0	1	1
GO:0072257	BP	metanephric nephron tubule epithelial cell differentiation	7	0	1	1
GO:0072258	BP	metanephric interstitial fibroblast differentiation	1	0	1	1
GO:0072259	BP	metanephric interstitial fibroblast development	1	0	1	1
GO:0072262	BP	metanephric glomerular mesangial cell proliferation involved in metanephros development	3	0	1	1
GO:0072265	BP	metanephric capsule morphogenesis	1	0	1	1
GO:0072266	BP	metanephric capsule formation	1	0	1	1
GO:0072267	BP	metanephric capsule specification	1	0	1	1
GO:0072268	BP	pattern specification involved in metanephros development	4	0	1	1
GO:0072272	BP	proximal/distal pattern formation involved in metanephric nephron development	2	0	1	1
GO:0072273	BP	metanephric nephron morphogenesis	25	0	1	1
GO:0072274	BP	metanephric glomerular basement membrane development	1	0	1	1
GO:0072275	BP	metanephric glomerulus morphogenesis	3	0	1	1
GO:0072276	BP	metanephric glomerulus vasculature morphogenesis	3	0	1	1
GO:0072277	BP	metanephric glomerular capillary formation	3	0	1	1
GO:0072278	BP	metanephric comma-shaped body morphogenesis	4	0	1	1
GO:0072282	BP	metanephric nephron tubule morphogenesis	8	0	1	1
GO:0072283	BP	metanephric renal vesicle morphogenesis	15	0	1	1
GO:0072284	BP	metanephric S-shaped body morphogenesis	6	0	1	1
GO:0072285	BP	mesenchymal to epithelial transition involved in metanephric renal vesicle formation	1	0	1	1
GO:0072286	BP	metanephric connecting tubule development	1	0	1	1
GO:0072287	BP	metanephric distal tubule morphogenesis	1	0	1	1
GO:0072289	BP	metanephric nephron tubule formation	4	0	1	1
GO:0072298	BP	regulation of metanephric glomerulus development	6	0	1	1
GO:0072299	BP	negative regulation of metanephric glomerulus development	1	0	1	1
GO:0072300	BP	positive regulation of metanephric glomerulus development	5	0	1	1
GO:0072301	BP	regulation of metanephric glomerular mesangial cell proliferation	2	0	1	1
GO:0072302	BP	negative regulation of metanephric glomerular mesangial cell proliferation	1	0	1	1
GO:0072303	BP	positive regulation of glomerular metanephric mesangial cell proliferation	1	0	1	1
GO:0072304	BP	regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	2	0	1	1
GO:0072305	BP	negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	2	0	1	1
GO:0072307	BP	regulation of metanephric nephron tubule epithelial cell differentiation	7	0	1	1
GO:0072308	BP	negative regulation of metanephric nephron tubule epithelial cell differentiation	1	0	1	1
GO:0072309	BP	mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis	2	0	1	1
GO:0072310	BP	glomerular epithelial cell development	11	0	1	1
GO:0072311	BP	glomerular epithelial cell differentiation	18	0	1	1
GO:0072312	BP	metanephric glomerular epithelial cell differentiation	3	0	1	1
GO:0072313	BP	metanephric glomerular epithelial cell development	3	0	1	1
GO:0072318	BP	clathrin coat disassembly	6	0	1	1
GO:0072319	BP	vesicle uncoating	7	0	1	1
GO:0072320	MF	volume-sensitive chloride channel activity	4	0	1	1
GO:0072321	BP	chaperone-mediated protein transport	11	0	1	1
GO:0072329	BP	monocarboxylic acid catabolic process	132	0	1	1
GO:0072330	BP	monocarboxylic acid biosynthetic process	338	0	1	1
GO:0072331	BP	signal transduction by p53 class mediator	266	0	1	1
GO:0072332	BP	intrinsic apoptotic signaling pathway by p53 class mediator	78	0	1	1
GO:0072334	BP	UDP-galactose transmembrane transport	2	0	1	1
GO:0072337	BP	modified amino acid transport	23	0	1	1
GO:0072338	BP	cellular lactam metabolic process	3	0	1	1
GO:0072340	BP	cellular lactam catabolic process	1	0	1	1
GO:0072341	MF	modified amino acid binding	86	0	1	1
GO:0072343	BP	pancreatic stellate cell proliferation	2	0	1	1
GO:0072344	BP	rescue of stalled ribosome	4	0	1	1
GO:0072345	MF	NAADP-sensitive calcium-release channel activity	5	0	1	1
GO:0072347	BP	response to anesthetic	77	0	1	1
GO:0072348	BP	sulfur compound transport	43	0	1	1
GO:0072349	MF	modified amino acid transmembrane transporter activity	15	0	1	1
GO:0072350	BP	tricarboxylic acid metabolic process	39	0	1	1
GO:0072354	MF	histone kinase activity (H3-T3 specific)	2	0	1	1
GO:0072355	BP	histone H3-T3 phosphorylation	2	0	1	1
GO:0072356	BP	chromosome passenger complex localization to kinetochore	2	0	1	1
GO:0072357	CC	PTW/PP1 phosphatase complex	7	0	1	1
GO:0072358	BP	cardiovascular system development	792	0	1	1
GO:0072359	BP	circulatory system development	1156	0	1	1
GO:0072361	BP	regulation of glycolytic process by regulation of transcription from RNA polymerase II promoter	3	0	1	1
GO:0072362	BP	regulation of glycolytic process by negative regulation of transcription from RNA polymerase II promoter	1	0	1	1
GO:0072363	BP	regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter	2	0	1	1
GO:0072364	BP	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter	2	0	1	1
GO:0072365	BP	regulation of cellular ketone metabolic process by negative regulation of transcription from RNA polymerase II promoter	1	0	1	1
GO:0072366	BP	regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter	1	0	1	1
GO:0072367	BP	regulation of lipid transport by regulation of transcription from RNA polymerase II promoter	4	0	1	1
GO:0072368	BP	regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter	2	0	1	1
GO:0072369	BP	regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter	2	0	1	1
GO:0072376	BP	protein activation cascade	94	0	1	1
GO:0072377	BP	blood coagulation, common pathway	1	0	1	1
GO:0072378	BP	blood coagulation, fibrin clot formation	27	0	1	1
GO:0072379	CC	ER membrane insertion complex	5	0	1	1
GO:0072380	CC	TRC complex	2	0	1	1
GO:0072382	BP	minus-end-directed vesicle transport along microtubule	1	0	1	1
GO:0072383	BP	plus-end-directed vesicle transport along microtubule	7	0	1	1
GO:0072384	BP	organelle transport along microtubule	83	0	1	1
GO:0072385	BP	minus-end-directed organelle transport along microtubule	5	0	1	1
GO:0072386	BP	plus-end-directed organelle transport along microtubule	8	0	1	1
GO:0072387	BP	flavin adenine dinucleotide metabolic process	2	0	1	1
GO:0072388	BP	flavin adenine dinucleotide biosynthetic process	1	0	1	1
GO:0072389	BP	flavin adenine dinucleotide catabolic process	1	0	1	1
GO:0072393	BP	microtubule anchoring at microtubule organizing center	12	0	1	1
GO:0072394	BP	detection of stimulus involved in cell cycle checkpoint	1	0	1	1
GO:0072395	BP	signal transduction involved in cell cycle checkpoint	74	0	1	1
GO:0072396	BP	response to cell cycle checkpoint signaling	8	0	1	1
GO:0072401	BP	signal transduction involved in DNA integrity checkpoint	73	0	1	1
GO:0072402	BP	response to DNA integrity checkpoint signaling	8	0	1	1
GO:0072413	BP	signal transduction involved in mitotic cell cycle checkpoint	59	0	1	1
GO:0072414	BP	response to mitotic cell cycle checkpoint signaling	1	0	1	1
GO:0072421	BP	detection of DNA damage stimulus involved in DNA damage checkpoint	1	0	1	1
GO:0072422	BP	signal transduction involved in DNA damage checkpoint	73	0	1	1
GO:0072423	BP	response to DNA damage checkpoint signaling	8	0	1	1
GO:0072425	BP	signal transduction involved in G2 DNA damage checkpoint	14	0	1	1
GO:0072428	BP	signal transduction involved in intra-S DNA damage checkpoint	1	0	1	1
GO:0072429	BP	response to intra-S DNA damage checkpoint signaling	4	0	1	1
GO:0072431	BP	signal transduction involved in mitotic G1 DNA damage checkpoint	57	0	1	1
GO:0072432	BP	response to G1 DNA damage checkpoint signaling	1	0	1	1
GO:0072434	BP	signal transduction involved in mitotic G2 DNA damage checkpoint	3	0	1	1
GO:0072487	CC	MSL complex	5	0	1	1
GO:0072488	BP	ammonium transmembrane transport	15	0	1	1
GO:0072492	CC	host cell mitochondrial intermembrane space	1	0	1	1
GO:0072497	BP	mesenchymal stem cell differentiation	8	0	1	1
GO:0072498	BP	embryonic skeletal joint development	14	0	1	1
GO:0072501	BP	cellular divalent inorganic anion homeostasis	8	0	1	1
GO:0072502	BP	cellular trivalent inorganic anion homeostasis	8	0	1	1
GO:0072503	BP	cellular divalent inorganic cation homeostasis	487	0	1	1
GO:0072505	BP	divalent inorganic anion homeostasis	12	0	1	1
GO:0072506	BP	trivalent inorganic anion homeostasis	12	0	1	1
GO:0072507	BP	divalent inorganic cation homeostasis	507	0	1	1
GO:0072509	MF	divalent inorganic cation transmembrane transporter activity	24	0	1	1
GO:0072510	MF	trivalent inorganic cation transmembrane transporter activity	1	0	1	1
GO:0072511	BP	divalent inorganic cation transport	485	0	1	1
GO:0072512	BP	trivalent inorganic cation transport	38	0	1	1
GO:0072513	BP	positive regulation of secondary heart field cardioblast proliferation	3	0	1	1
GO:0072517	CC	host cell viral assembly compartment	1	0	1	1
GO:0072518	MF	Rho-dependent protein serine/threonine kinase activity	2	0	1	1
GO:0072520	BP	seminiferous tubule development	12	0	1	1
GO:0072521	BP	purine-containing compound metabolic process	592	0	1	1
GO:0072522	BP	purine-containing compound biosynthetic process	307	0	1	1
GO:0072523	BP	purine-containing compound catabolic process	51	0	1	1
GO:0072524	BP	pyridine-containing compound metabolic process	193	0	1	1
GO:0072525	BP	pyridine-containing compound biosynthetic process	149	0	1	1
GO:0072526	BP	pyridine-containing compound catabolic process	6	0	1	1
GO:0072527	BP	pyrimidine-containing compound metabolic process	97	1	0.0248939343428861	1
GO:0072528	BP	pyrimidine-containing compound biosynthetic process	54	0	1	1
GO:0072529	BP	pyrimidine-containing compound catabolic process	38	1	0.00901514780958985	1
GO:0072530	BP	purine-containing compound transmembrane transport	8	0	1	1
GO:0072531	BP	pyrimidine-containing compound transmembrane transport	10	0	1	1
GO:0072534	CC	perineuronal net	2	0	1	1
GO:0072535	BP	tumor necrosis factor (ligand) superfamily member 11 production	3	0	1	1
GO:0072536	CC	interleukin-23 receptor complex	2	0	1	1
GO:0072537	BP	fibroblast activation	11	0	1	1
GO:0072538	BP	T-helper 17 type immune response	29	0	1	1
GO:0072539	BP	T-helper 17 cell differentiation	26	0	1	1
GO:0072540	BP	T-helper 17 cell lineage commitment	12	0	1	1
GO:0072542	MF	protein phosphatase activator activity	13	0	1	1
GO:0072544	MF	L-DOPA binding	1	0	1	1
GO:0072545	MF	tyrosine binding	2	0	1	1
GO:0072546	CC	ER membrane protein complex	10	0	1	1
GO:0072553	BP	terminal button organization	5	0	1	1
GO:0072554	BP	blood vessel lumenization	2	0	1	1
GO:0072555	MF	17-beta-ketosteroid reductase activity	1	0	1	1
GO:0072556	CC	other organism presynaptic membrane	1	0	1	1
GO:0072557	CC	IPAF inflammasome complex	2	0	1	1
GO:0072558	CC	NLRP1 inflammasome complex	4	0	1	1
GO:0072559	CC	NLRP3 inflammasome complex	7	0	1	1
GO:0072560	BP	type B pancreatic cell maturation	2	0	1	1
GO:0072562	CC	blood microparticle	116	0	1	1
GO:0072563	CC	endothelial microparticle	3	0	1	1
GO:0072564	BP	blood microparticle formation	2	0	1	1
GO:0072566	BP	chemokine (C-X-C motif) ligand 1 production	2	0	1	1
GO:0072567	BP	chemokine (C-X-C motif) ligand 2 production	14	0	1	1
GO:0072570	MF	ADP-D-ribose binding	2	0	1	1
GO:0072571	MF	mono-ADP-D-ribose binding	1	0	1	1
GO:0072572	MF	poly-ADP-D-ribose binding	2	0	1	1
GO:0072573	BP	tolerance induction to lipopolysaccharide	1	0	1	1
GO:0072574	BP	hepatocyte proliferation	18	0	1	1
GO:0072575	BP	epithelial cell proliferation involved in liver morphogenesis	18	0	1	1
GO:0072576	BP	liver morphogenesis	19	0	1	1
GO:0072577	BP	endothelial cell apoptotic process	64	0	1	1
GO:0072578	BP	neurotransmitter-gated ion channel clustering	12	0	1	1
GO:0072579	BP	glycine receptor clustering	1	0	1	1
GO:0072582	MF	17-beta-hydroxysteroid dehydrogenase (NADP+) activity	1	0	1	1
GO:0072583	BP	clathrin-dependent endocytosis	40	0	1	1
GO:0072584	BP	caveolin-mediated endocytosis	11	0	1	1
GO:0072586	MF	DNA topoisomerase (ATP-hydrolyzing) regulator activity	1	0	1	1
GO:0072587	MF	DNA topoisomerase (ATP-hydrolyzing) activator activity	1	0	1	1
GO:0072588	CC	box H/ACA RNP complex	9	0	1	1
GO:0072589	CC	box H/ACA scaRNP complex	4	0	1	1
GO:0072590	MF	N-acetyl-L-aspartate-L-glutamate ligase activity	2	0	1	1
GO:0072591	MF	citrate-L-glutamate ligase activity	1	0	1	1
GO:0072592	BP	oxygen metabolic process	6	0	1	1
GO:0072593	BP	reactive oxygen species metabolic process	278	0	1	1
GO:0072594	BP	establishment of protein localization to organelle	532	0	1	1
GO:0072595	BP	maintenance of protein localization in organelle	39	0	1	1
GO:0072599	BP	establishment of protein localization to endoplasmic reticulum	112	0	1	1
GO:0072602	BP	interleukin-4 secretion	6	0	1	1
GO:0072603	BP	interleukin-5 secretion	6	0	1	1
GO:0072604	BP	interleukin-6 secretion	47	0	1	1
GO:0072606	BP	interleukin-8 secretion	29	0	1	1
GO:0072608	BP	interleukin-10 secretion	11	0	1	1
GO:0072610	BP	interleukin-12 secretion	10	0	1	1
GO:0072611	BP	interleukin-13 secretion	10	0	1	1
GO:0072615	BP	interleukin-17 secretion	7	0	1	1
GO:0072616	BP	interleukin-18 secretion	1	0	1	1
GO:0072619	BP	interleukin-21 secretion	1	0	1	1
GO:0072641	BP	type I interferon secretion	10	0	1	1
GO:0072642	BP	interferon-alpha secretion	9	0	1	1
GO:0072643	BP	interferon-gamma secretion	22	0	1	1
GO:0072655	BP	establishment of protein localization to mitochondrion	133	0	1	1
GO:0072656	BP	maintenance of protein location in mitochondrion	5	0	1	1
GO:0072657	BP	protein localization to membrane	607	0	1	1
GO:0072658	BP	maintenance of protein location in membrane	1	0	1	1
GO:0072659	BP	protein localization to plasma membrane	258	0	1	1
GO:0072660	BP	maintenance of protein location in plasma membrane	1	0	1	1
GO:0072662	BP	protein localization to peroxisome	68	0	1	1
GO:0072663	BP	establishment of protein localization to peroxisome	68	0	1	1
GO:0072665	BP	protein localization to vacuole	63	0	1	1
GO:0072666	BP	establishment of protein localization to vacuole	47	0	1	1
GO:0072669	CC	tRNA-splicing ligase complex	8	0	1	1
GO:0072671	BP	mitochondria-associated ubiquitin-dependent protein catabolic process	1	0	1	1
GO:0072672	BP	neutrophil extravasation	12	0	1	1
GO:0072673	BP	lamellipodium morphogenesis	17	0	1	1
GO:0072674	BP	multinuclear osteoclast differentiation	8	0	1	1
GO:0072675	BP	osteoclast fusion	6	0	1	1
GO:0072676	BP	lymphocyte migration	107	0	1	1
GO:0072677	BP	eosinophil migration	25	0	1	1
GO:0072678	BP	T cell migration	63	0	1	1
GO:0072679	BP	thymocyte migration	6	0	1	1
GO:0072680	BP	extracellular matrix-dependent thymocyte migration	1	0	1	1
GO:0072681	BP	fibronectin-dependent thymocyte migration	1	0	1	1
GO:0072682	BP	eosinophil extravasation	1	0	1	1
GO:0072683	BP	T cell extravasation	10	0	1	1
GO:0072684	BP	mitochondrial tRNA 3'-trailer cleavage, endonucleolytic	1	0	1	1
GO:0072686	CC	mitotic spindle	109	0	1	1
GO:0072687	CC	meiotic spindle	11	0	1	1
GO:0072695	BP	regulation of DNA recombination at telomere	2	0	1	1
GO:0072697	BP	protein localization to cell cortex	12	0	1	1
GO:0072698	BP	protein localization to microtubule cytoskeleton	50	0	1	1
GO:0072702	BP	response to methyl methanesulfonate	1	0	1	1
GO:0072703	BP	cellular response to methyl methanesulfonate	1	0	1	1
GO:0072706	BP	response to sodium dodecyl sulfate	1	0	1	1
GO:0072707	BP	cellular response to sodium dodecyl sulfate	1	0	1	1
GO:0072708	BP	response to sorbitol	5	0	1	1
GO:0072709	BP	cellular response to sorbitol	3	0	1	1
GO:0072710	BP	response to hydroxyurea	12	0	1	1
GO:0072711	BP	cellular response to hydroxyurea	11	0	1	1
GO:0072714	BP	response to selenite ion	1	0	1	1
GO:0072715	BP	cellular response to selenite ion	1	0	1	1
GO:0072716	BP	response to actinomycin D	4	0	1	1
GO:0072717	BP	cellular response to actinomycin D	3	0	1	1
GO:0072718	BP	response to cisplatin	8	0	1	1
GO:0072719	BP	cellular response to cisplatin	5	0	1	1
GO:0072720	BP	response to dithiothreitol	1	0	1	1
GO:0072733	BP	response to staurosporine	4	0	1	1
GO:0072734	BP	cellular response to staurosporine	4	0	1	1
GO:0072737	BP	response to diamide	2	0	1	1
GO:0072738	BP	cellular response to diamide	2	0	1	1
GO:0072739	BP	response to anisomycin	2	0	1	1
GO:0072740	BP	cellular response to anisomycin	1	0	1	1
GO:0072741	BP	protein localization to cell division site	2	0	1	1
GO:0072749	BP	cellular response to cytochalasin B	1	0	1	1
GO:0072750	BP	cellular response to leptomycin B	1	0	1	1
GO:0072752	BP	cellular response to rapamycin	1	0	1	1
GO:0072755	BP	cellular response to benomyl	1	0	1	1
GO:0072757	BP	cellular response to camptothecin	4	0	1	1
GO:0075044	BP	autophagy of host cells involved in interaction with symbiont	5	0	1	1
GO:0075071	BP	autophagy involved in symbiotic interaction	5	0	1	1
GO:0075109	BP	modulation by symbiont of host receptor-mediated signal transduction	1	0	1	1
GO:0075111	BP	negative regulation by symbiont of host receptor-mediated signal transduction	1	0	1	1
